Value; Square root
24.410000;4.940648
24.420000;4.941660
24.430000;4.942671
24.440000;4.943683
24.450000;4.944694
24.460000;4.945705
24.470000;4.946716
24.480000;4.947727
24.490000;4.948737
24.500000;4.949747
24.510000;4.950758
24.520000;4.951767
24.530000;4.952777
24.540000;4.953786
24.550000;4.954796
24.560000;4.955805
24.570000;4.956813
24.580000;4.957822
24.590000;4.958831
24.600000;4.959839
24.610000;4.960847
24.620000;4.961854
24.630000;4.962862
24.640000;4.963869
24.650000;4.964877
24.660000;4.965884
24.670000;4.966890
24.680000;4.967897
24.690000;4.968903
24.700000;4.969909
24.710000;4.970915
24.720000;4.971921
24.730000;4.972927
24.740000;4.973932
24.750000;4.974937
24.760000;4.975942
24.770000;4.976947
24.780000;4.977951
24.790000;4.978956
24.800000;4.979960
24.810000;4.980964
24.820000;4.981967
24.830000;4.982971
24.840000;4.983974
24.850000;4.984977
24.860000;4.985980
24.870000;4.986983
24.880000;4.987986
24.890000;4.988988
24.900000;4.989990
24.910000;4.990992
24.920000;4.991994
24.930000;4.992995
24.940000;4.993996
24.950000;4.994997
24.960000;4.995998
24.970000;4.996999
24.980000;4.998000
24.990000;4.999000
25.000000;5.000000
25.010000;5.001000
25.020000;5.002000
25.030000;5.002999
25.040000;5.003998
25.050000;5.004998
25.060000;5.005996
25.070000;5.006995
25.080000;5.007994
25.090000;5.008992
25.100000;5.009990
25.110000;5.010988
25.120000;5.011986
25.130000;5.012983
25.140000;5.013980
25.150000;5.014978
25.160000;5.015974
25.170000;5.016971
25.180000;5.017968
25.190000;5.018964
25.200000;5.019960
25.210000;5.020956
25.220000;5.021952
25.230000;5.022947
25.240000;5.023943
25.250000;5.024938
25.260000;5.025933
25.270000;5.026927
25.280000;5.027922
25.290000;5.028916
25.300000;5.029911
25.310000;5.030904
25.320000;5.031898
25.330000;5.032892
25.340000;5.033885
25.350000;5.034878
25.360000;5.035871
25.370000;5.036864
25.380000;5.037857
25.390000;5.038849
25.400000;5.039841
25.410000;5.040833
25.420000;5.041825
25.430000;5.042817
25.440000;5.043808
25.450000;5.044799
25.460000;5.045790
25.470000;5.046781
25.480000;5.047772
25.490000;5.048762
25.500000;5.049752
25.510000;5.050743
25.520000;5.051732
25.530000;5.052722
25.540000;5.053712
25.550000;5.054701
25.560000;5.055690
25.570000;5.056679
25.580000;5.057667
25.590000;5.058656
25.600000;5.059644
25.610000;5.060632
25.620000;5.061620
25.630000;5.062608
25.640000;5.063596
25.650000;5.064583
25.660000;5.065570
25.670000;5.066557
25.680000;5.067544
25.690000;5.068530
25.700000;5.069517
25.710000;5.070503
25.720000;5.071489
25.730000;5.072475
25.740000;5.073460
25.750000;5.074446
25.760000;5.075431
25.770000;5.076416
25.780000;5.077401
25.790000;5.078386
25.800000;5.079370
25.810000;5.080354
25.820000;5.081338
25.830000;5.082322
25.840000;5.083306
25.850000;5.084290
25.860000;5.085273
25.870000;5.086256
25.880000;5.087239
25.890000;5.088222
25.900000;5.089204
25.910000;5.090187
25.920000;5.091169
25.930000;5.092151
25.940000;5.093133
25.950000;5.094114
25.960000;5.095096
25.970000;5.096077
25.980000;5.097058
25.990000;5.098039
26.000000;5.099020
26.010000;5.100000
26.020000;5.100980
26.030000;5.101960
26.040000;5.102940
26.050000;5.103920
26.060000;5.104900
26.070000;5.105879
26.080000;5.106858
26.090000;5.107837
26.100000;5.108816
26.110000;5.109795
26.120000;5.110773
26.130000;5.111751
26.140000;5.112729
26.150000;5.113707
26.160000;5.114685
26.170000;5.115662
26.180000;5.116640
26.190000;5.117617
26.200000;5.118594
26.210000;5.119570
26.220000;5.120547
26.230000;5.121523
26.240000;5.122499
26.250000;5.123475
26.260000;5.124451
26.270000;5.125427
26.280000;5.126402
26.290000;5.127377
26.300000;5.128353
26.310000;5.129327
26.320000;5.130302
26.330000;5.131277
26.340000;5.132251
26.350000;5.133225
26.360000;5.134199
26.370000;5.135173
26.380000;5.136146
26.390000;5.137120
26.400000;5.138093
26.410000;5.139066
26.420000;5.140039
26.430000;5.141012
26.440000;5.141984
26.450000;5.142956
26.460000;5.143928
26.470000;5.144900
26.480000;5.145872
26.490000;5.146844
26.500000;5.147815
26.510000;5.148786
26.520000;5.149757
26.530000;5.150728
26.540000;5.151699
26.550000;5.152669
26.560000;5.153639
26.570000;5.154610
26.580000;5.155580
26.590000;5.156549
26.600000;5.157519
26.610000;5.158488
26.620000;5.159457
26.630000;5.160426
26.640000;5.161395
26.650000;5.162364
26.660000;5.163332
26.670000;5.164301
26.680000;5.165269
26.690000;5.166237
26.700000;5.167204
26.710000;5.168172
26.720000;5.169139
26.730000;5.170106
26.740000;5.171073
26.750000;5.172040
26.760000;5.173007
26.770000;5.173973
26.780000;5.174940
26.790000;5.175906
26.800000;5.176872
26.810000;5.177837
26.820000;5.178803
26.830000;5.179768
26.840000;5.180734
26.850000;5.181699
26.860000;5.182663
26.870000;5.183628
26.880000;5.184593
26.890000;5.185557
26.900000;5.186521
26.910000;5.187485
26.920000;5.188449
26.930000;5.189412
26.940000;5.190376
26.950000;5.191339
26.960000;5.192302
26.970000;5.193265
26.980000;5.194228
26.990000;5.195190
27.000000;5.196152
27.010000;5.197115
27.020000;5.198077
27.030000;5.199038
27.040000;5.200000
27.050000;5.200961
27.060000;5.201923
27.070000;5.202884
27.080000;5.203845
27.090000;5.204805
27.100000;5.205766
27.110000;5.206726
27.120000;5.207687
27.130000;5.208647
27.140000;5.209607
27.150000;5.210566
27.160000;5.211526
27.170000;5.212485
27.180000;5.213444
27.190000;5.214403
27.200000;5.215362
27.210000;5.216321
27.220000;5.217279
27.230000;5.218237
27.240000;5.219195
27.250000;5.220153
27.260000;5.221111
27.270000;5.222069
27.280000;5.223026
27.290000;5.223983
27.300000;5.224940
27.310000;5.225897
27.320000;5.226854
27.330000;5.227810
27.340000;5.228767
27.350000;5.229723
27.360000;5.230679
27.370000;5.231635
27.380000;5.232590
27.390000;5.233546
27.400000;5.234501
27.410000;5.235456
27.420000;5.236411
27.430000;5.237366
27.440000;5.238320
27.450000;5.239275
27.460000;5.240229
27.470000;5.241183
27.480000;5.242137
27.490000;5.243091
27.500000;5.244044
27.510000;5.244998
27.520000;5.245951
27.530000;5.246904
27.540000;5.247857
27.550000;5.248809
27.560000;5.249762
27.570000;5.250714
27.580000;5.251666
27.590000;5.252618
27.600000;5.253570
27.610000;5.254522
27.620000;5.255473
27.630000;5.256425
27.640000;5.257376
27.650000;5.258327
27.660000;5.259278
27.670000;5.260228
27.680000;5.261179
27.690000;5.262129
27.700000;5.263079
27.710000;5.264029
27.720000;5.264979
27.730000;5.265928
27.740000;5.266878
27.750000;5.267827
27.760000;5.268776
27.770000;5.269725
27.780000;5.270674
27.790000;5.271622
27.800000;5.272571
27.810000;5.273519
27.820000;5.274467
27.830000;5.275415
27.840000;5.276362
27.850000;5.277310
27.860000;5.278257
27.870000;5.279204
27.880000;5.280152
27.890000;5.281098
27.900000;5.282045
27.910000;5.282992
27.920000;5.283938
27.930000;5.284884
27.940000;5.285830
27.950000;5.286776
27.960000;5.287722
27.970000;5.288667
27.980000;5.289612
27.990000;5.290558
28.000000;5.291503
28.010000;5.292447
28.020000;5.293392
28.030000;5.294337
28.040000;5.295281
28.050000;5.296225
28.060000;5.297169
28.070000;5.298113
28.080000;5.299057
28.090000;5.300000
28.100000;5.300943
28.110000;5.301886
28.120000;5.302829
28.130000;5.303772
28.140000;5.304715
28.150000;5.305657
28.160000;5.306600
28.170000;5.307542
28.180000;5.308484
28.190000;5.309426
28.200000;5.310367
28.210000;5.311309
28.220000;5.312250
28.230000;5.313191
28.240000;5.314132
28.250000;5.315073
28.260000;5.316014
28.270000;5.316954
28.280000;5.317894
28.290000;5.318834
28.300000;5.319774
28.310000;5.320714
28.320000;5.321654
28.330000;5.322593
28.340000;5.323533
28.350000;5.324472
28.360000;5.325411
28.370000;5.326350
28.380000;5.327288
28.390000;5.328227
28.400000;5.329165
28.410000;5.330103
28.420000;5.331041
28.430000;5.331979
28.440000;5.332917
28.450000;5.333854
28.460000;5.334791
28.470000;5.335729
28.480000;5.336666
28.490000;5.337602
28.500000;5.338539
28.510000;5.339476
28.520000;5.340412
28.530000;5.341348
28.540000;5.342284
28.550000;5.343220
28.560000;5.344156
28.570000;5.345091
28.580000;5.346027
28.590000;5.346962
28.600000;5.347897
28.610000;5.348832
28.620000;5.349766
28.630000;5.350701
28.640000;5.351635
28.650000;5.352569
28.660000;5.353504
28.670000;5.354437
28.680000;5.355371
28.690000;5.356305
28.700000;5.357238
28.710000;5.358171
28.720000;5.359104
28.730000;5.360037
28.740000;5.360970
28.750000;5.361903
28.760000;5.362835
28.770000;5.363767
28.780000;5.364699
28.790000;5.365631
28.800000;5.366563
28.810000;5.367495
28.820000;5.368426
28.830000;5.369358
28.840000;5.370289
28.850000;5.371220
28.860000;5.372150
28.870000;5.373081
28.880000;5.374012
28.890000;5.374942
28.900000;5.375872
28.910000;5.376802
28.920000;5.377732
28.930000;5.378662
28.940000;5.379591
28.950000;5.380520
28.960000;5.381450
28.970000;5.382379
28.980000;5.383308
28.990000;5.384236
29.000000;5.385165
29.010000;5.386093
29.020000;5.387021
29.030000;5.387950
29.040000;5.388877
29.050000;5.389805
29.060000;5.390733
29.070000;5.391660
29.080000;5.392588
29.090000;5.393515
29.100000;5.394442
29.110000;5.395368
29.120000;5.396295
29.130000;5.397222
29.140000;5.398148
29.150000;5.399074
29.160000;5.400000
29.170000;5.400926
29.180000;5.401852
29.190000;5.402777
29.200000;5.403702
29.210000;5.404628
29.220000;5.405553
29.230000;5.406478
29.240000;5.407402
29.250000;5.408327
29.260000;5.409251
29.270000;5.410176
29.280000;5.411100
29.290000;5.412024
29.300000;5.412947
29.310000;5.413871
29.320000;5.414795
29.330000;5.415718
29.340000;5.416641
29.350000;5.417564
29.360000;5.418487
29.370000;5.419410
29.380000;5.420332
29.390000;5.421254
29.400000;5.422177
29.410000;5.423099
29.420000;5.424021
29.430000;5.424942
29.440000;5.425864
29.450000;5.426785
29.460000;5.427707
29.470000;5.428628
29.480000;5.429549
29.490000;5.430470
29.500000;5.431390
29.510000;5.432311
29.520000;5.433231
29.530000;5.434151
29.540000;5.435071
29.550000;5.435991
29.560000;5.436911
29.570000;5.437830
29.580000;5.438750
29.590000;5.439669
29.600000;5.440588
29.610000;5.441507
29.620000;5.442426
29.630000;5.443345
29.640000;5.444263
29.650000;5.445181
29.660000;5.446100
29.670000;5.447018
29.680000;5.447935
29.690000;5.448853
29.700000;5.449771
29.710000;5.450688
29.720000;5.451605
29.730000;5.452522
29.740000;5.453439
29.750000;5.454356
29.760000;5.455273
29.770000;5.456189
29.780000;5.457105
29.790000;5.458022
29.800000;5.458938
29.810000;5.459853
29.820000;5.460769
29.830000;5.461685
29.840000;5.462600
29.850000;5.463515
29.860000;5.464430
29.870000;5.465345
29.880000;5.466260
29.890000;5.467175
29.900000;5.468089
29.910000;5.469004
29.920000;5.469918
29.930000;5.470832
29.940000;5.471746
29.950000;5.472659
29.960000;5.473573
29.970000;5.474486
29.980000;5.475400
29.990000;5.476313
30.000000;5.477226
30.010000;5.478138
30.020000;5.479051
30.030000;5.479964
30.040000;5.480876
30.050000;5.481788
30.060000;5.482700
30.070000;5.483612
30.080000;5.484524
30.090000;5.485435
30.100000;5.486347
30.110000;5.487258
30.120000;5.488169
30.130000;5.489080
30.140000;5.489991
30.150000;5.490902
30.160000;5.491812
30.170000;5.492722
30.180000;5.493633
30.190000;5.494543
30.200000;5.495453
30.210000;5.496362
30.220000;5.497272
30.230000;5.498182
30.240000;5.499091
30.250000;5.500000
30.260000;5.500909
30.270000;5.501818
30.280000;5.502727
30.290000;5.503635
30.300000;5.504544
30.310000;5.505452
30.320000;5.506360
30.330000;5.507268
30.340000;5.508176
30.350000;5.509083
30.360000;5.509991
30.370000;5.510898
30.380000;5.511806
30.390000;5.512713
30.400000;5.513620
30.410000;5.514526
30.420000;5.515433
30.430000;5.516339
30.440000;5.517246
30.450000;5.518152
30.460000;5.519058
30.470000;5.519964
30.480000;5.520869
30.490000;5.521775
30.500000;5.522681
30.510000;5.523586
30.520000;5.524491
30.530000;5.525396
30.540000;5.526301
30.550000;5.527205
30.560000;5.528110
30.570000;5.529014
30.580000;5.529919
30.590000;5.530823
30.600000;5.531727
30.610000;5.532630
30.620000;5.533534
30.630000;5.534438
30.640000;5.535341
30.650000;5.536244
30.660000;5.537147
30.670000;5.538050
30.680000;5.538953
30.690000;5.539856
30.700000;5.540758
30.710000;5.541660
30.720000;5.542563
30.730000;5.543465
30.740000;5.544367
30.750000;5.545268
30.760000;5.546170
30.770000;5.547071
30.780000;5.547973
30.790000;5.548874
30.800000;5.549775
30.810000;5.550676
30.820000;5.551576
30.830000;5.552477
30.840000;5.553377
30.850000;5.554278
30.860000;5.555178
30.870000;5.556078
30.880000;5.556978
30.890000;5.557877
30.900000;5.558777
30.910000;5.559676
30.920000;5.560576
30.930000;5.561475
30.940000;5.562374
30.950000;5.563272
30.960000;5.564171
30.970000;5.565070
30.980000;5.565968
30.990000;5.566866
31.000000;5.567764
31.010000;5.568662
31.020000;5.569560
31.030000;5.570458
31.040000;5.571355
31.050000;5.572253
31.060000;5.573150
31.070000;5.574047
31.080000;5.574944
31.090000;5.575841
31.100000;5.576737
31.110000;5.577634
31.120000;5.578530
31.130000;5.579426
31.140000;5.580323
31.150000;5.581219
31.160000;5.582114
31.170000;5.583010
31.180000;5.583905
31.190000;5.584801
31.200000;5.585696
31.210000;5.586591
31.220000;5.587486
31.230000;5.588381
31.240000;5.589275
31.250000;5.590170
31.260000;5.591064
31.270000;5.591959
31.280000;5.592853
31.290000;5.593747
31.300000;5.594640
31.310000;5.595534
31.320000;5.596427
31.330000;5.597321
31.340000;5.598214
31.350000;5.599107
31.360000;5.600000
31.370000;5.600893
31.380000;5.601785
31.390000;5.602678
31.400000;5.603570
31.410000;5.604463
31.420000;5.605355
31.430000;5.606247
31.440000;5.607138
31.450000;5.608030
31.460000;5.608921
31.470000;5.609813
31.480000;5.610704
31.490000;5.611595
31.500000;5.612486
31.510000;5.613377
31.520000;5.614268
31.530000;5.615158
31.540000;5.616048
31.550000;5.616939
31.560000;5.617829
31.570000;5.618719
31.580000;5.619609
31.590000;5.620498
31.600000;5.621388
31.610000;5.622277
31.620000;5.623166
31.630000;5.624055
31.640000;5.624944
31.650000;5.625833
31.660000;5.626722
31.670000;5.627611
31.680000;5.628499
31.690000;5.629387
31.700000;5.630275
31.710000;5.631163
31.720000;5.632051
31.730000;5.632939
31.740000;5.633826
31.750000;5.634714
31.760000;5.635601
31.770000;5.636488
31.780000;5.637375
31.790000;5.638262
31.800000;5.639149
31.810000;5.640035
31.820000;5.640922
31.830000;5.641808
31.840000;5.642694
31.850000;5.643580
31.860000;5.644466
31.870000;5.645352
31.880000;5.646238
31.890000;5.647123
31.900000;5.648008
31.910000;5.648894
31.920000;5.649779
31.930000;5.650664
31.940000;5.651548
31.950000;5.652433
31.960000;5.653318
31.970000;5.654202
31.980000;5.655086
31.990000;5.655970
32.000000;5.656854
32.010000;5.657738
32.020000;5.658622
32.030000;5.659505
32.040000;5.660389
32.050000;5.661272
32.060000;5.662155
32.070000;5.663038
32.080000;5.663921
32.090000;5.664804
32.100000;5.665686
32.110000;5.666569
32.120000;5.667451
32.130000;5.668333
32.140000;5.669215
32.150000;5.670097
32.160000;5.670979
32.170000;5.671860
32.180000;5.672742
32.190000;5.673623
32.200000;5.674504
32.210000;5.675385
32.220000;5.676266
32.230000;5.677147
32.240000;5.678028
32.250000;5.678908
32.260000;5.679789
32.270000;5.680669
32.280000;5.681549
32.290000;5.682429
32.300000;5.683309
32.310000;5.684189
32.320000;5.685068
32.330000;5.685948
32.340000;5.686827
32.350000;5.687706
32.360000;5.688585
32.370000;5.689464
32.380000;5.690343
32.390000;5.691221
32.400000;5.692100
32.410000;5.692978
32.420000;5.693856
32.430000;5.694734
32.440000;5.695612
32.450000;5.696490
32.460000;5.697368
32.470000;5.698245
32.480000;5.699123
32.490000;5.700000
32.500000;5.700877
32.510000;5.701754
32.520000;5.702631
32.530000;5.703508
32.540000;5.704384
32.550000;5.705261
32.560000;5.706137
32.570000;5.707013
32.580000;5.707889
32.590000;5.708765
32.600000;5.709641
32.610000;5.710517
32.620000;5.711392
32.630000;5.712268
32.640000;5.713143
32.650000;5.714018
32.660000;5.714893
32.670000;5.715768
32.680000;5.716642
32.690000;5.717517
32.700000;5.718391
32.710000;5.719266
32.720000;5.720140
32.730000;5.721014
32.740000;5.721888
32.750000;5.722762
32.760000;5.723635
32.770000;5.724509
32.780000;5.725382
32.790000;5.726255
32.800000;5.727128
32.810000;5.728001
32.820000;5.728874
32.830000;5.729747
32.840000;5.730620
32.850000;5.731492
32.860000;5.732364
32.870000;5.733236
32.880000;5.734108
32.890000;5.734980
32.900000;5.735852
32.910000;5.736724
32.920000;5.737595
32.930000;5.738467
32.940000;5.739338
32.950000;5.740209
32.960000;5.741080
32.970000;5.741951
32.980000;5.742822
32.990000;5.743692
33.000000;5.744563
33.010000;5.745433
33.020000;5.746303
33.030000;5.747173
33.040000;5.748043
33.050000;5.748913
33.060000;5.749783
33.070000;5.750652
33.080000;5.751522
33.090000;5.752391
33.100000;5.753260
33.110000;5.754129
33.120000;5.754998
33.130000;5.755867
33.140000;5.756735
33.150000;5.757604
33.160000;5.758472
33.170000;5.759340
33.180000;5.760208
33.190000;5.761076
33.200000;5.761944
33.210000;5.762812
33.220000;5.763679
33.230000;5.764547
33.240000;5.765414
33.250000;5.766281
33.260000;5.767148
33.270000;5.768015
33.280000;5.768882
33.290000;5.769749
33.300000;5.770615
33.310000;5.771482
33.320000;5.772348
33.330000;5.773214
33.340000;5.774080
33.350000;5.774946
33.360000;5.775812
33.370000;5.776677
33.380000;5.777543
33.390000;5.778408
33.400000;5.779273
33.410000;5.780138
33.420000;5.781003
33.430000;5.781868
33.440000;5.782733
33.450000;5.783597
33.460000;5.784462
33.470000;5.785326
33.480000;5.786190
33.490000;5.787055
33.500000;5.787918
33.510000;5.788782
33.520000;5.789646
33.530000;5.790509
33.540000;5.791373
33.550000;5.792236
33.560000;5.793099
33.570000;5.793962
33.580000;5.794825
33.590000;5.795688
33.600000;5.796551
33.610000;5.797413
33.620000;5.798276
33.630000;5.799138
33.640000;5.800000
33.650000;5.800862
33.660000;5.801724
33.670000;5.802586
33.680000;5.803447
33.690000;5.804309
33.700000;5.805170
33.710000;5.806031
33.720000;5.806892
33.730000;5.807753
33.740000;5.808614
33.750000;5.809475
33.760000;5.810336
33.770000;5.811196
33.780000;5.812056
33.790000;5.812917
33.800000;5.813777
33.810000;5.814637
33.820000;5.815497
33.830000;5.816356
33.840000;5.817216
33.850000;5.818075
33.860000;5.818935
33.870000;5.819794
33.880000;5.820653
33.890000;5.821512
33.900000;5.822371
33.910000;5.823229
33.920000;5.824088
33.930000;5.824946
33.940000;5.825805
33.950000;5.826663
33.960000;5.827521
33.970000;5.828379
33.980000;5.829237
33.990000;5.830094
34.000000;5.830952
34.010000;5.831809
34.020000;5.832667
34.030000;5.833524
34.040000;5.834381
34.050000;5.835238
34.060000;5.836095
34.070000;5.836951
34.080000;5.837808
34.090000;5.838664
34.100000;5.839521
34.110000;5.840377
34.120000;5.841233
34.130000;5.842089
34.140000;5.842944
34.150000;5.843800
34.160000;5.844656
34.170000;5.845511
34.180000;5.846366
34.190000;5.847222
34.200000;5.848077
34.210000;5.848932
34.220000;5.849786
34.230000;5.850641
34.240000;5.851496
34.250000;5.852350
34.260000;5.853204
34.270000;5.854058
34.280000;5.854912
34.290000;5.855766
34.300000;5.856620
34.310000;5.857474
34.320000;5.858327
34.330000;5.859181
34.340000;5.860034
34.350000;5.860887
34.360000;5.861740
34.370000;5.862593
34.380000;5.863446
34.390000;5.864299
34.400000;5.865151
34.410000;5.866004
34.420000;5.866856
34.430000;5.867708
34.440000;5.868560
34.450000;5.869412
34.460000;5.870264
34.470000;5.871116
34.480000;5.871967
34.490000;5.872819
34.500000;5.873670
34.510000;5.874521
34.520000;5.875372
34.530000;5.876223
34.540000;5.877074
34.550000;5.877925
34.560000;5.878775
34.570000;5.879626
34.580000;5.880476
34.590000;5.881326
34.600000;5.882176
34.610000;5.883026
34.620000;5.883876
34.630000;5.884726
34.640000;5.885576
34.650000;5.886425
34.660000;5.887274
34.670000;5.888124
34.680000;5.888973
34.690000;5.889822
34.700000;5.890671
34.710000;5.891519
34.720000;5.892368
34.730000;5.893216
34.740000;5.894065
34.750000;5.894913
34.760000;5.895761
34.770000;5.896609
34.780000;5.897457
34.790000;5.898305
34.800000;5.899152
34.810000;5.900000
34.820000;5.900847
34.830000;5.901695
34.840000;5.902542
34.850000;5.903389
34.860000;5.904236
34.870000;5.905083
34.880000;5.905929
34.890000;5.906776
34.900000;5.907622
34.910000;5.908468
34.920000;5.909315
34.930000;5.910161
34.940000;5.911007
34.950000;5.911853
34.960000;5.912698
34.970000;5.913544
34.980000;5.914389
34.990000;5.915235
35.000000;5.916080
35.010000;5.916925
35.020000;5.917770
35.030000;5.918615
35.040000;5.919459
35.050000;5.920304
35.060000;5.921149
35.070000;5.921993
35.080000;5.922837
35.090000;5.923681
35.100000;5.924525
35.110000;5.925369
35.120000;5.926213
35.130000;5.927057
35.140000;5.927900
35.150000;5.928744
35.160000;5.929587
35.170000;5.930430
35.180000;5.931273
35.190000;5.932116
35.200000;5.932959
35.210000;5.933801
35.220000;5.934644
35.230000;5.935487
35.240000;5.936329
35.250000;5.937171
35.260000;5.938013
35.270000;5.938855
35.280000;5.939697
35.290000;5.940539
35.300000;5.941380
35.310000;5.942222
35.320000;5.943063
35.330000;5.943904
35.340000;5.944746
35.350000;5.945587
35.360000;5.946427
35.370000;5.947268
35.380000;5.948109
35.390000;5.948949
35.400000;5.949790
35.410000;5.950630
35.420000;5.951470
35.430000;5.952310
35.440000;5.953150
35.450000;5.953990
35.460000;5.954830
35.470000;5.955670
35.480000;5.956509
35.490000;5.957348
35.500000;5.958188
35.510000;5.959027
35.520000;5.959866
35.530000;5.960705
35.540000;5.961543
35.550000;5.962382
35.560000;5.963221
35.570000;5.964059
35.580000;5.964897
35.590000;5.965735
35.600000;5.966574
35.610000;5.967411
35.620000;5.968249
35.630000;5.969087
35.640000;5.969925
35.650000;5.970762
35.660000;5.971599
35.670000;5.972437
35.680000;5.973274
35.690000;5.974111
35.700000;5.974948
35.710000;5.975784
35.720000;5.976621
35.730000;5.977458
35.740000;5.978294
35.750000;5.979130
35.760000;5.979967
35.770000;5.980803
35.780000;5.981639
35.790000;5.982474
35.800000;5.983310
35.810000;5.984146
35.820000;5.984981
35.830000;5.985817
35.840000;5.986652
35.850000;5.987487
35.860000;5.988322
35.870000;5.989157
35.880000;5.989992
35.890000;5.990826
35.900000;5.991661
35.910000;5.992495
35.920000;5.993330
35.930000;5.994164
35.940000;5.994998
35.950000;5.995832
35.960000;5.996666
35.970000;5.997499
35.980000;5.998333
35.990000;5.999167
36.000000;6.000000
36.010000;6.000833
36.020000;6.001666
36.030000;6.002499
36.040000;6.003332
36.050000;6.004165
36.060000;6.004998
36.070000;6.005831
36.080000;6.006663
36.090000;6.007495
36.100000;6.008328
36.110000;6.009160
36.120000;6.009992
36.130000;6.010824
36.140000;6.011655
36.150000;6.012487
36.160000;6.013319
36.170000;6.014150
36.180000;6.014981
36.190000;6.015812
36.200000;6.016644
36.210000;6.017475
36.220000;6.018305
36.230000;6.019136
36.240000;6.019967
36.250000;6.020797
36.260000;6.021628
36.270000;6.022458
36.280000;6.023288
36.290000;6.024118
36.300000;6.024948
36.310000;6.025778
36.320000;6.026608
36.330000;6.027437
36.340000;6.028267
36.350000;6.029096
36.360000;6.029925
36.370000;6.030755
36.380000;6.031584
36.390000;6.032412
36.400000;6.033241
36.410000;6.034070
36.420000;6.034899
36.430000;6.035727
36.440000;6.036555
36.450000;6.037384
36.460000;6.038212
36.470000;6.039040
36.480000;6.039868
36.490000;6.040695
36.500000;6.041523
36.510000;6.042351
36.520000;6.043178
36.530000;6.044005
36.540000;6.044833
36.550000;6.045660
36.560000;6.046487
36.570000;6.047313
36.580000;6.048140
36.590000;6.048967
36.600000;6.049793
36.610000;6.050620
36.620000;6.051446
36.630000;6.052272
36.640000;6.053098
36.650000;6.053924
36.660000;6.054750
36.670000;6.055576
36.680000;6.056402
36.690000;6.057227
36.700000;6.058052
36.710000;6.058878
36.720000;6.059703
36.730000;6.060528
36.740000;6.061353
36.750000;6.062178
36.760000;6.063003
36.770000;6.063827
36.780000;6.064652
36.790000;6.065476
36.800000;6.066300
36.810000;6.067125
36.820000;6.067949
36.830000;6.068773
36.840000;6.069596
36.850000;6.070420
36.860000;6.071244
36.870000;6.072067
36.880000;6.072891
36.890000;6.073714
36.900000;6.074537
36.910000;6.075360
36.920000;6.076183
36.930000;6.077006
36.940000;6.077829
36.950000;6.078651
36.960000;6.079474
36.970000;6.080296
36.980000;6.081118
36.990000;6.081940
37.000000;6.082763
37.010000;6.083584
37.020000;6.084406
37.030000;6.085228
37.040000;6.086050
37.050000;6.086871
37.060000;6.087693
37.070000;6.088514
37.080000;6.089335
37.090000;6.090156
37.100000;6.090977
37.110000;6.091798
37.120000;6.092618
37.130000;6.093439
37.140000;6.094260
37.150000;6.095080
37.160000;6.095900
37.170000;6.096720
37.180000;6.097540
37.190000;6.098360
37.200000;6.099180
37.210000;6.100000
37.220000;6.100820
37.230000;6.101639
37.240000;6.102459
37.250000;6.103278
37.260000;6.104097
37.270000;6.104916
37.280000;6.105735
37.290000;6.106554
37.300000;6.107373
37.310000;6.108191
37.320000;6.109010
37.330000;6.109828
37.340000;6.110646
37.350000;6.111465
37.360000;6.112283
37.370000;6.113101
37.380000;6.113919
37.390000;6.114736
37.400000;6.115554
37.410000;6.116371
37.420000;6.117189
37.430000;6.118006
37.440000;6.118823
37.450000;6.119641
37.460000;6.120457
37.470000;6.121274
37.480000;6.122091
37.490000;6.122908
37.500000;6.123724
37.510000;6.124541
37.520000;6.125357
37.530000;6.126173
37.540000;6.126989
37.550000;6.127805
37.560000;6.128621
37.570000;6.129437
37.580000;6.130253
37.590000;6.131068
37.600000;6.131884
37.610000;6.132699
37.620000;6.133514
37.630000;6.134330
37.640000;6.135145
37.650000;6.135960
37.660000;6.136774
37.670000;6.137589
37.680000;6.138404
37.690000;6.139218
37.700000;6.140033
37.710000;6.140847
37.720000;6.141661
37.730000;6.142475
37.740000;6.143289
37.750000;6.144103
37.760000;6.144917
37.770000;6.145730
37.780000;6.146544
37.790000;6.147357
37.800000;6.148170
37.810000;6.148984
37.820000;6.149797
37.830000;6.150610
37.840000;6.151423
37.850000;6.152235
37.860000;6.153048
37.870000;6.153861
37.880000;6.154673
37.890000;6.155485
37.900000;6.156298
37.910000;6.157110
37.920000;6.157922
37.930000;6.158734
37.940000;6.159545
37.950000;6.160357
37.960000;6.161169
37.970000;6.161980
37.980000;6.162792
37.990000;6.163603
38.000000;6.164414
38.010000;6.165225
38.020000;6.166036
38.030000;6.166847
38.040000;6.167658
38.050000;6.168468
38.060000;6.169279
38.070000;6.170089
38.080000;6.170899
38.090000;6.171710
38.100000;6.172520
38.110000;6.173330
38.120000;6.174140
38.130000;6.174949
38.140000;6.175759
38.150000;6.176569
38.160000;6.177378
38.170000;6.178187
38.180000;6.178997
38.190000;6.179806
38.200000;6.180615
38.210000;6.181424
38.220000;6.182233
38.230000;6.183041
38.240000;6.183850
38.250000;6.184658
38.260000;6.185467
38.270000;6.186275
38.280000;6.187083
38.290000;6.187891
38.300000;6.188699
38.310000;6.189507
38.320000;6.190315
38.330000;6.191123
38.340000;6.191930
38.350000;6.192738
38.360000;6.193545
38.370000;6.194352
38.380000;6.195159
38.390000;6.195966
