Value; Result
0.019900;50.251256
0.020000;50.000000
0.020100;49.751244
0.020200;49.504950
0.020300;49.261084
0.020400;49.019608
0.020500;48.780488
0.020600;48.543689
0.020700;48.309179
0.020800;48.076923
0.020900;47.846890
0.021000;47.619048
0.021100;47.393365
0.021200;47.169811
0.021300;46.948357
0.021400;46.728972
0.021500;46.511628
0.021600;46.296296
0.021700;46.082949
0.021800;45.871560
0.021900;45.662100
0.022000;45.454545
0.022100;45.248869
0.022200;45.045045
0.022300;44.843049
0.022400;44.642857
0.022500;44.444444
0.022600;44.247788
0.022700;44.052863
0.022800;43.859649
0.022900;43.668122
0.023000;43.478261
0.023100;43.290043
0.023200;43.103448
0.023300;42.918455
0.023400;42.735043
0.023500;42.553191
0.023600;42.372881
0.023700;42.194093
0.023800;42.016807
0.023900;41.841004
0.024000;41.666667
0.024100;41.493776
0.024200;41.322314
0.024300;41.152263
0.024400;40.983607
0.024500;40.816327
0.024600;40.650407
0.024700;40.485830
0.024800;40.322581
0.024900;40.160643
0.025000;40.000000
0.025100;39.840637
0.025200;39.682540
0.025300;39.525692
0.025400;39.370079
0.025500;39.215686
0.025600;39.062500
0.025700;38.910506
0.025800;38.759690
0.025900;38.610039
0.026000;38.461538
0.026100;38.314176
0.026200;38.167939
0.026300;38.022814
0.026400;37.878788
0.026500;37.735849
0.026600;37.593985
0.026700;37.453184
0.026800;37.313433
0.026900;37.174721
0.027000;37.037037
0.027100;36.900369
0.027200;36.764706
0.027300;36.630037
0.027400;36.496350
0.027500;36.363636
0.027600;36.231884
0.027700;36.101083
0.027800;35.971223
0.027900;35.842294
0.028000;35.714286
0.028100;35.587189
0.028200;35.460993
0.028300;35.335689
0.028400;35.211268
0.028500;35.087719
0.028600;34.965035
0.028700;34.843206
0.028800;34.722222
0.028900;34.602076
0.029000;34.482759
0.029100;34.364261
0.029200;34.246575
0.029300;34.129693
0.029400;34.013605
0.029500;33.898305
0.029600;33.783784
0.029700;33.670034
0.029800;33.557047
0.029900;33.444816
0.030000;33.333333
0.030100;33.222591
0.030200;33.112583
0.030300;33.003300
0.030400;32.894737
0.030500;32.786885
0.030600;32.679739
0.030700;32.573290
0.030800;32.467532
0.030900;32.362460
0.031000;32.258065
0.031100;32.154341
0.031200;32.051282
0.031300;31.948882
0.031400;31.847134
0.031500;31.746032
0.031600;31.645570
0.031700;31.545741
0.031800;31.446541
0.031900;31.347962
0.032000;31.250000
0.032100;31.152648
0.032200;31.055901
0.032300;30.959752
0.032400;30.864198
0.032500;30.769231
0.032600;30.674847
0.032700;30.581040
0.032800;30.487805
0.032900;30.395137
0.033000;30.303030
0.033100;30.211480
0.033200;30.120482
0.033300;30.030030
0.033400;29.940120
0.033500;29.850746
0.033600;29.761905
0.033700;29.673591
0.033800;29.585799
0.033900;29.498525
0.034000;29.411765
0.034100;29.325513
0.034200;29.239766
0.034300;29.154519
0.034400;29.069767
0.034500;28.985507
0.034600;28.901734
0.034700;28.818444
0.034800;28.735632
0.034900;28.653295
0.035000;28.571429
0.035100;28.490028
0.035200;28.409091
0.035300;28.328612
0.035400;28.248588
0.035500;28.169014
0.035600;28.089888
0.035700;28.011204
0.035800;27.932961
0.035900;27.855153
0.036000;27.777778
0.036100;27.700831
0.036200;27.624309
0.036300;27.548209
0.036400;27.472527
0.036500;27.397260
0.036600;27.322404
0.036700;27.247956
0.036800;27.173913
0.036900;27.100271
0.037000;27.027027
0.037100;26.954178
0.037200;26.881720
0.037300;26.809651
0.037400;26.737968
0.037500;26.666667
0.037600;26.595745
0.037700;26.525199
0.037800;26.455026
0.037900;26.385224
0.038000;26.315789
0.038100;26.246719
0.038200;26.178010
0.038300;26.109661
0.038400;26.041667
0.038500;25.974026
0.038600;25.906736
0.038700;25.839793
0.038800;25.773196
0.038900;25.706941
0.039000;25.641026
0.039100;25.575448
0.039200;25.510204
0.039300;25.445293
0.039400;25.380711
0.039500;25.316456
0.039600;25.252525
0.039700;25.188917
0.039800;25.125628
0.039900;25.062657
0.040000;25.000000
0.040100;24.937656
0.040200;24.875622
0.040300;24.813896
0.040400;24.752475
0.040500;24.691358
0.040600;24.630542
0.040700;24.570025
0.040800;24.509804
0.040900;24.449878
0.041000;24.390244
0.041100;24.330900
0.041200;24.271845
0.041300;24.213075
0.041400;24.154589
0.041500;24.096386
0.041600;24.038462
0.041700;23.980815
0.041800;23.923445
0.041900;23.866348
0.042000;23.809524
0.042100;23.752969
0.042200;23.696682
0.042300;23.640662
0.042400;23.584906
0.042500;23.529412
0.042600;23.474178
0.042700;23.419204
0.042800;23.364486
0.042900;23.310023
0.043000;23.255814
0.043100;23.201856
0.043200;23.148148
0.043300;23.094688
0.043400;23.041475
0.043500;22.988506
0.043600;22.935780
0.043700;22.883295
0.043800;22.831050
0.043900;22.779043
0.044000;22.727273
0.044100;22.675737
0.044200;22.624434
0.044300;22.573363
0.044400;22.522523
0.044500;22.471910
0.044600;22.421525
0.044700;22.371365
0.044800;22.321429
0.044900;22.271715
0.045000;22.222222
0.045100;22.172949
0.045200;22.123894
0.045300;22.075055
0.045400;22.026432
0.045500;21.978022
0.045600;21.929825
0.045700;21.881838
0.045800;21.834061
0.045900;21.786492
0.046000;21.739130
0.046100;21.691974
0.046200;21.645022
0.046300;21.598272
0.046400;21.551724
0.046500;21.505376
0.046600;21.459227
0.046700;21.413276
0.046800;21.367521
0.046900;21.321962
0.047000;21.276596
0.047100;21.231423
0.047200;21.186441
0.047300;21.141649
0.047400;21.097046
0.047500;21.052632
0.047600;21.008403
0.047700;20.964361
0.047800;20.920502
0.047900;20.876827
0.048000;20.833333
0.048100;20.790021
0.048200;20.746888
0.048300;20.703934
0.048400;20.661157
0.048500;20.618557
0.048600;20.576132
0.048700;20.533881
0.048800;20.491803
0.048900;20.449898
0.049000;20.408163
0.049100;20.366599
0.049200;20.325203
0.049300;20.283976
0.049400;20.242915
0.049500;20.202020
0.049600;20.161290
0.049700;20.120724
0.049800;20.080321
0.049900;20.040080
0.050000;20.000000
0.050100;19.960080
0.050200;19.920319
0.050300;19.880716
0.050400;19.841270
0.050500;19.801980
0.050600;19.762846
0.050700;19.723866
0.050800;19.685039
0.050900;19.646365
0.051000;19.607843
0.051100;19.569472
0.051200;19.531250
0.051300;19.493177
0.051400;19.455253
0.051500;19.417476
0.051600;19.379845
0.051700;19.342360
0.051800;19.305019
0.051900;19.267823
0.052000;19.230769
0.052100;19.193858
0.052200;19.157088
0.052300;19.120459
0.052400;19.083969
0.052500;19.047619
0.052600;19.011407
0.052700;18.975332
0.052800;18.939394
0.052900;18.903592
0.053000;18.867925
0.053100;18.832392
0.053200;18.796992
0.053300;18.761726
0.053400;18.726592
0.053500;18.691589
0.053600;18.656716
0.053700;18.621974
0.053800;18.587361
0.053900;18.552876
0.054000;18.518519
0.054100;18.484288
0.054200;18.450185
0.054300;18.416206
0.054400;18.382353
0.054500;18.348624
0.054600;18.315018
0.054700;18.281536
0.054800;18.248175
0.054900;18.214936
0.055000;18.181818
0.055100;18.148820
0.055200;18.115942
0.055300;18.083183
0.055400;18.050542
0.055500;18.018018
0.055600;17.985612
0.055700;17.953321
0.055800;17.921147
0.055900;17.889088
0.056000;17.857143
0.056100;17.825312
0.056200;17.793594
0.056300;17.761989
0.056400;17.730496
0.056500;17.699115
0.056600;17.667845
0.056700;17.636684
0.056800;17.605634
0.056900;17.574692
0.057000;17.543860
0.057100;17.513135
0.057200;17.482517
0.057300;17.452007
0.057400;17.421603
0.057500;17.391304
0.057600;17.361111
0.057700;17.331023
0.057800;17.301038
0.057900;17.271157
0.058000;17.241379
0.058100;17.211704
0.058200;17.182131
0.058300;17.152659
0.058400;17.123288
0.058500;17.094017
0.058600;17.064846
0.058700;17.035775
0.058800;17.006803
0.058900;16.977929
0.059000;16.949153
0.059100;16.920474
0.059200;16.891892
0.059300;16.863406
0.059400;16.835017
0.059500;16.806723
0.059600;16.778523
0.059700;16.750419
0.059800;16.722408
0.059900;16.694491
0.060000;16.666667
0.060100;16.638935
0.060200;16.611296
0.060300;16.583748
0.060400;16.556291
0.060500;16.528926
0.060600;16.501650
0.060700;16.474465
0.060800;16.447368
0.060900;16.420361
0.061000;16.393443
0.061100;16.366612
0.061200;16.339869
0.061300;16.313214
0.061400;16.286645
0.061500;16.260163
0.061600;16.233766
0.061700;16.207455
0.061800;16.181230
0.061900;16.155089
0.062000;16.129032
0.062100;16.103060
0.062200;16.077170
0.062300;16.051364
0.062400;16.025641
0.062500;16.000000
0.062600;15.974441
0.062700;15.948963
0.062800;15.923567
0.062900;15.898251
0.063000;15.873016
0.063100;15.847861
0.063200;15.822785
0.063300;15.797788
0.063400;15.772871
0.063500;15.748031
0.063600;15.723270
0.063700;15.698587
0.063800;15.673981
0.063900;15.649452
0.064000;15.625000
0.064100;15.600624
0.064200;15.576324
0.064300;15.552100
0.064400;15.527950
0.064500;15.503876
0.064600;15.479876
0.064700;15.455951
0.064800;15.432099
0.064900;15.408320
0.065000;15.384615
0.065100;15.360983
0.065200;15.337423
0.065300;15.313936
0.065400;15.290520
0.065500;15.267176
0.065600;15.243902
0.065700;15.220700
0.065800;15.197568
0.065900;15.174507
0.066000;15.151515
0.066100;15.128593
0.066200;15.105740
0.066300;15.082956
0.066400;15.060241
0.066500;15.037594
0.066600;15.015015
0.066700;14.992504
0.066800;14.970060
0.066900;14.947683
0.067000;14.925373
0.067100;14.903130
0.067200;14.880952
0.067300;14.858841
0.067400;14.836795
0.067500;14.814815
0.067600;14.792899
0.067700;14.771049
0.067800;14.749263
0.067900;14.727541
0.068000;14.705882
0.068100;14.684288
0.068200;14.662757
0.068300;14.641288
0.068400;14.619883
0.068500;14.598540
0.068600;14.577259
0.068700;14.556041
0.068800;14.534884
0.068900;14.513788
0.069000;14.492754
0.069100;14.471780
0.069200;14.450867
0.069300;14.430014
0.069400;14.409222
0.069500;14.388489
0.069600;14.367816
0.069700;14.347202
0.069800;14.326648
0.069900;14.306152
0.070000;14.285714
0.070100;14.265335
0.070200;14.245014
0.070300;14.224751
0.070400;14.204545
0.070500;14.184397
0.070600;14.164306
0.070700;14.144272
0.070800;14.124294
0.070900;14.104372
0.071000;14.084507
0.071100;14.064698
0.071200;14.044944
0.071300;14.025245
0.071400;14.005602
0.071500;13.986014
0.071600;13.966480
0.071700;13.947001
0.071800;13.927577
0.071900;13.908206
0.072000;13.888889
0.072100;13.869626
0.072200;13.850416
0.072300;13.831259
0.072400;13.812155
0.072500;13.793103
0.072600;13.774105
0.072700;13.755158
0.072800;13.736264
0.072900;13.717421
0.073000;13.698630
0.073100;13.679891
0.073200;13.661202
0.073300;13.642565
0.073400;13.623978
0.073500;13.605442
0.073600;13.586957
0.073700;13.568521
0.073800;13.550136
0.073900;13.531800
0.074000;13.513514
0.074100;13.495277
0.074200;13.477089
0.074300;13.458950
0.074400;13.440860
0.074500;13.422819
0.074600;13.404826
0.074700;13.386881
0.074800;13.368984
0.074900;13.351135
0.075000;13.333333
0.075100;13.315579
0.075200;13.297872
0.075300;13.280212
0.075400;13.262599
0.075500;13.245033
0.075600;13.227513
0.075700;13.210040
0.075800;13.192612
0.075900;13.175231
0.076000;13.157895
0.076100;13.140604
0.076200;13.123360
0.076300;13.106160
0.076400;13.089005
0.076500;13.071895
0.076600;13.054830
0.076700;13.037810
0.076800;13.020833
0.076900;13.003901
0.077000;12.987013
0.077100;12.970169
0.077200;12.953368
0.077300;12.936611
0.077400;12.919897
0.077500;12.903226
0.077600;12.886598
0.077700;12.870013
0.077800;12.853470
0.077900;12.836970
0.078000;12.820513
0.078100;12.804097
0.078200;12.787724
0.078300;12.771392
0.078400;12.755102
0.078500;12.738854
0.078600;12.722646
0.078700;12.706480
0.078800;12.690355
0.078900;12.674271
0.079000;12.658228
0.079100;12.642225
0.079200;12.626263
0.079300;12.610340
0.079400;12.594458
0.079500;12.578616
0.079600;12.562814
0.079700;12.547051
0.079800;12.531328
0.079900;12.515645
0.080000;12.500000
0.080100;12.484395
0.080200;12.468828
0.080300;12.453300
0.080400;12.437811
0.080500;12.422360
0.080600;12.406948
0.080700;12.391574
0.080800;12.376238
0.080900;12.360939
0.081000;12.345679
0.081100;12.330456
0.081200;12.315271
0.081300;12.300123
0.081400;12.285012
0.081500;12.269939
0.081600;12.254902
0.081700;12.239902
0.081800;12.224939
0.081900;12.210012
0.082000;12.195122
0.082100;12.180268
0.082200;12.165450
0.082300;12.150668
0.082400;12.135922
0.082500;12.121212
0.082600;12.106538
0.082700;12.091898
0.082800;12.077295
0.082900;12.062726
0.083000;12.048193
0.083100;12.033694
0.083200;12.019231
0.083300;12.004802
0.083400;11.990408
0.083500;11.976048
0.083600;11.961722
0.083700;11.947431
0.083800;11.933174
0.083900;11.918951
0.084000;11.904762
0.084100;11.890606
0.084200;11.876485
0.084300;11.862396
0.084400;11.848341
0.084500;11.834320
0.084600;11.820331
0.084700;11.806375
0.084800;11.792453
0.084900;11.778563
0.085000;11.764706
0.085100;11.750881
0.085200;11.737089
0.085300;11.723329
0.085400;11.709602
0.085500;11.695906
0.085600;11.682243
0.085700;11.668611
0.085800;11.655012
0.085900;11.641444
0.086000;11.627907
0.086100;11.614402
0.086200;11.600928
0.086300;11.587486
0.086400;11.574074
0.086500;11.560694
0.086600;11.547344
0.086700;11.534025
0.086800;11.520737
0.086900;11.507480
0.087000;11.494253
0.087100;11.481056
0.087200;11.467890
0.087300;11.454754
0.087400;11.441648
0.087500;11.428571
0.087600;11.415525
0.087700;11.402509
0.087800;11.389522
0.087900;11.376564
0.088000;11.363636
0.088100;11.350738
0.088200;11.337868
0.088300;11.325028
0.088400;11.312217
0.088500;11.299435
0.088600;11.286682
0.088700;11.273957
0.088800;11.261261
0.088900;11.248594
0.089000;11.235955
0.089100;11.223345
0.089200;11.210762
0.089300;11.198208
0.089400;11.185682
0.089500;11.173184
0.089600;11.160714
0.089700;11.148272
0.089800;11.135857
0.089900;11.123471
0.090000;11.111111
0.090100;11.098779
0.090200;11.086475
0.090300;11.074197
0.090400;11.061947
0.090500;11.049724
0.090600;11.037528
0.090700;11.025358
0.090800;11.013216
0.090900;11.001100
0.091000;10.989011
0.091100;10.976948
0.091200;10.964912
0.091300;10.952903
0.091400;10.940919
0.091500;10.928962
0.091600;10.917031
0.091700;10.905125
0.091800;10.893246
0.091900;10.881393
0.092000;10.869565
0.092100;10.857763
0.092200;10.845987
0.092300;10.834236
0.092400;10.822511
0.092500;10.810811
0.092600;10.799136
0.092700;10.787487
0.092800;10.775862
0.092900;10.764263
0.093000;10.752688
0.093100;10.741139
0.093200;10.729614
0.093300;10.718114
0.093400;10.706638
0.093500;10.695187
0.093600;10.683761
0.093700;10.672359
0.093800;10.660981
0.093900;10.649627
0.094000;10.638298
0.094100;10.626993
0.094200;10.615711
0.094300;10.604454
0.094400;10.593220
0.094500;10.582011
0.094600;10.570825
0.094700;10.559662
0.094800;10.548523
0.094900;10.537408
0.095000;10.526316
0.095100;10.515247
0.095200;10.504202
0.095300;10.493179
0.095400;10.482180
0.095500;10.471204
0.095600;10.460251
0.095700;10.449321
0.095800;10.438413
0.095900;10.427529
0.096000;10.416667
0.096100;10.405827
0.096200;10.395010
0.096300;10.384216
0.096400;10.373444
0.096500;10.362694
0.096600;10.351967
0.096700;10.341262
0.096800;10.330579
0.096900;10.319917
0.097000;10.309278
0.097100;10.298661
0.097200;10.288066
0.097300;10.277492
0.097400;10.266940
0.097500;10.256410
0.097600;10.245902
0.097700;10.235415
0.097800;10.224949
0.097900;10.214505
0.098000;10.204082
0.098100;10.193680
0.098200;10.183299
0.098300;10.172940
0.098400;10.162602
0.098500;10.152284
0.098600;10.141988
0.098700;10.131712
0.098800;10.121457
0.098900;10.111223
0.099000;10.101010
0.099100;10.090817
0.099200;10.080645
0.099300;10.070493
0.099400;10.060362
0.099500;10.050251
0.099600;10.040161
0.099700;10.030090
0.099800;10.020040
0.099900;10.010010
